,frame,pos_x,pos_y,id
907,303.0,946,180,Burrow 1
908,303.0,294,356,Burrow 2
909,304.0,368,422,A
910,304.0,946,180,Burrow 1
911,304.0,294,356,Burrow 2
912,305.0,369,422,A
913,305.0,946,180,Burrow 1
914,305.0,294,356,Burrow 2
915,306.0,368,422,A
916,306.0,946,180,Burrow 1
917,306.0,294,356,Burrow 2
918,307.0,368,423,A
919,307.0,946,180,Burrow 1
920,307.0,294,356,Burrow 2
921,308.0,368,422,A
922,308.0,946,180,Burrow 1
923,308.0,294,356,Burrow 2
924,309.0,368,422,A
925,309.0,946,180,Burrow 1
926,309.0,294,356,Burrow 2
927,310.0,368,422,A
928,310.0,946,180,Burrow 1
929,310.0,294,356,Burrow 2
930,311.0,368,422,A
931,311.0,946,180,Burrow 1
932,311.0,294,356,Burrow 2
933,312.0,367,421,A
934,312.0,946,180,Burrow 1
935,312.0,294,356,Burrow 2
936,313.0,367,421,A
937,313.0,946,180,Burrow 1
938,313.0,294,356,Burrow 2
939,314.0,367,422,A
940,314.0,946,180,Burrow 1
941,314.0,294,356,Burrow 2
942,315.0,367,421,A
943,315.0,946,180,Burrow 1
944,315.0,294,356,Burrow 2
945,316.0,367,421,A
946,316.0,946,180,Burrow 1
947,316.0,294,356,Burrow 2
948,317.0,367,421,A
949,317.0,946,180,Burrow 1
950,317.0,294,356,Burrow 2
951,318.0,367,421,A
952,318.0,946,180,Burrow 1
953,318.0,294,356,Burrow 2
954,319.0,367,420,A
955,319.0,946,180,Burrow 1
956,319.0,294,356,Burrow 2
957,320.0,367,420,A
958,320.0,946,180,Burrow 1
959,320.0,294,356,Burrow 2
960,321.0,366,420,A
961,321.0,946,180,Burrow 1
962,321.0,294,356,Burrow 2
963,322.0,366,421,A
964,322.0,946,180,Burrow 1
965,322.0,294,356,Burrow 2
966,323.0,367,420,A
967,323.0,946,180,Burrow 1
968,323.0,294,356,Burrow 2
969,324.0,367,421,A
970,324.0,946,180,Burrow 1
971,324.0,294,356,Burrow 2
972,325.0,367,421,A
973,325.0,946,180,Burrow 1
974,325.0,294,356,Burrow 2
975,326.0,367,422,A
976,326.0,946,180,Burrow 1
977,326.0,294,356,Burrow 2
978,327.0,367,423,A
979,327.0,946,180,Burrow 1
980,327.0,294,356,Burrow 2
981,328.0,368,423,A
982,328.0,946,180,Burrow 1
983,328.0,294,356,Burrow 2
984,329.0,369,423,A
985,329.0,946,180,Burrow 1
986,329.0,294,356,Burrow 2
987,330.0,369,423,A
988,330.0,946,180,Burrow 1
989,330.0,294,356,Burrow 2
990,331.0,370,424,A
991,331.0,946,180,Burrow 1
992,331.0,294,356,Burrow 2
993,332.0,370,424,A
994,332.0,946,180,Burrow 1
995,332.0,294,356,Burrow 2
996,333.0,370,424,A
997,333.0,946,180,Burrow 1
998,333.0,294,356,Burrow 2
999,334.0,370,424,A
1000,334.0,946,180,Burrow 1
1001,334.0,294,356,Burrow 2
1002,335.0,370,425,A
1003,335.0,946,180,Burrow 1
1004,335.0,294,356,Burrow 2
1005,336.0,369,425,A
1006,336.0,946,180,Burrow 1
1007,336.0,294,356,Burrow 2
1008,337.0,370,426,A
1009,337.0,946,180,Burrow 1
1010,337.0,294,356,Burrow 2
1011,338.0,370,426,A
1012,338.0,946,180,Burrow 1
1013,338.0,294,356,Burrow 2
1014,339.0,369,426,A
1015,339.0,946,180,Burrow 1
1016,339.0,294,356,Burrow 2
1017,340.0,369,426,A
1018,340.0,946,180,Burrow 1
1019,340.0,294,356,Burrow 2
1020,341.0,370,426,A
1021,341.0,946,180,Burrow 1
1022,341.0,294,356,Burrow 2
1023,342.0,370,426,A
1024,342.0,946,180,Burrow 1
1025,342.0,294,356,Burrow 2
1026,343.0,370,426,A
1027,343.0,946,180,Burrow 1
1028,343.0,294,356,Burrow 2
1029,344.0,370,427,A
1030,344.0,946,180,Burrow 1
1031,344.0,294,356,Burrow 2
1032,345.0,370,427,A
1033,345.0,946,180,Burrow 1
1034,345.0,294,356,Burrow 2
1035,346.0,370,427,A
1036,346.0,946,180,Burrow 1
1037,346.0,294,356,Burrow 2
1038,347.0,371,427,A
1039,347.0,946,180,Burrow 1
1040,347.0,294,356,Burrow 2
1041,348.0,371,428,A
1042,348.0,946,180,Burrow 1
1043,348.0,294,356,Burrow 2
1044,349.0,371,428,A
1045,349.0,946,180,Burrow 1
1046,349.0,294,356,Burrow 2
1047,350.0,371,429,A
1048,350.0,946,180,Burrow 1
1049,350.0,294,356,Burrow 2
1050,351.0,372,430,A
1051,351.0,946,180,Burrow 1
1052,351.0,294,356,Burrow 2
1053,352.0,372,430,A
1054,352.0,946,180,Burrow 1
1055,352.0,294,356,Burrow 2
1056,353.0,373,430,A
1057,353.0,946,180,Burrow 1
1058,353.0,294,356,Burrow 2
1059,354.0,374,430,A
1060,354.0,946,180,Burrow 1
1061,354.0,294,356,Burrow 2
1062,355.0,374,430,A
1063,355.0,946,180,Burrow 1
1064,355.0,294,356,Burrow 2
1065,356.0,374,430,A
1066,356.0,946,180,Burrow 1
1067,356.0,294,356,Burrow 2
1068,357.0,374,429,A
1069,357.0,946,180,Burrow 1
1070,357.0,294,356,Burrow 2
1071,358.0,375,429,A
1072,358.0,946,180,Burrow 1
1073,358.0,294,356,Burrow 2
1074,359.0,376,429,A
1075,359.0,946,180,Burrow 1
1076,359.0,294,356,Burrow 2
1077,360.0,376,429,A
1078,360.0,946,180,Burrow 1
1079,360.0,294,356,Burrow 2
1080,361.0,377,430,A
1081,361.0,946,180,Burrow 1
1082,361.0,294,356,Burrow 2
1083,362.0,377,430,A
1084,362.0,946,180,Burrow 1
1085,362.0,294,356,Burrow 2
1086,363.0,378,430,A
1087,363.0,946,180,Burrow 1
1088,363.0,294,356,Burrow 2
1089,364.0,378,429,A
1090,364.0,946,180,Burrow 1
1091,364.0,294,356,Burrow 2
1092,365.0,379,429,A
1093,365.0,946,180,Burrow 1
1094,365.0,294,356,Burrow 2
1095,366.0,380,429,A
1096,366.0,946,180,Burrow 1
1097,366.0,294,356,Burrow 2
1098,367.0,380,429,A
1099,367.0,946,180,Burrow 1
1100,367.0,294,356,Burrow 2
1101,368.0,381,429,A
1102,368.0,946,180,Burrow 1
1103,368.0,294,356,Burrow 2
1104,369.0,381,429,A
1105,369.0,946,180,Burrow 1
1106,369.0,294,356,Burrow 2
1107,370.0,382,429,A
1108,370.0,946,180,Burrow 1
1109,370.0,294,356,Burrow 2
1110,371.0,382,428,A
1111,371.0,946,180,Burrow 1
1112,371.0,294,356,Burrow 2
1113,372.0,382,427,A
1114,372.0,946,180,Burrow 1
1115,372.0,294,356,Burrow 2
1116,373.0,382,426,A
1117,373.0,946,180,Burrow 1
1118,373.0,294,356,Burrow 2
1119,374.0,381,425,A
1120,374.0,946,180,Burrow 1
1121,374.0,294,356,Burrow 2
1122,375.0,382,424,A
1123,375.0,946,180,Burrow 1
1124,375.0,294,356,Burrow 2
1125,376.0,381,423,A
1126,376.0,946,180,Burrow 1
1127,376.0,294,356,Burrow 2
1128,377.0,381,423,A
1129,377.0,946,180,Burrow 1
1130,377.0,294,356,Burrow 2
1131,378.0,380,422,A
1132,378.0,946,180,Burrow 1
1133,378.0,294,356,Burrow 2
1134,379.0,379,421,A
1135,379.0,946,180,Burrow 1
1136,379.0,294,356,Burrow 2
1137,380.0,378,421,A
1138,380.0,946,180,Burrow 1
1139,380.0,294,356,Burrow 2
1140,381.0,378,421,A
1141,381.0,946,180,Burrow 1
1142,381.0,294,356,Burrow 2
1143,382.0,377,421,A
1144,382.0,946,180,Burrow 1
1145,382.0,294,356,Burrow 2
1146,383.0,378,421,A
1147,383.0,946,180,Burrow 1
1148,383.0,294,356,Burrow 2
1149,384.0,377,421,A
1150,384.0,946,180,Burrow 1
1151,384.0,294,356,Burrow 2
1152,385.0,377,421,A
1153,385.0,946,180,Burrow 1
1154,385.0,294,356,Burrow 2
1155,386.0,377,422,A
1156,386.0,946,180,Burrow 1
1157,386.0,294,356,Burrow 2
1158,387.0,377,421,A
1159,387.0,946,180,Burrow 1
1160,387.0,294,356,Burrow 2
1161,388.0,377,421,A
1162,388.0,946,180,Burrow 1
1163,388.0,294,356,Burrow 2
1164,389.0,377,421,A
1165,389.0,946,180,Burrow 1
1166,389.0,294,356,Burrow 2
1167,390.0,377,421,A
1168,390.0,946,180,Burrow 1
1169,390.0,294,356,Burrow 2
1170,391.0,377,421,A
1171,391.0,946,180,Burrow 1
1172,391.0,294,356,Burrow 2
1173,392.0,377,421,A
1174,392.0,946,180,Burrow 1
1175,392.0,294,356,Burrow 2
1176,393.0,377,421,A
1177,393.0,946,180,Burrow 1
1178,393.0,294,356,Burrow 2
1179,394.0,377,421,A
1180,394.0,946,180,Burrow 1
1181,394.0,294,356,Burrow 2
1182,395.0,377,421,A
1183,395.0,946,180,Burrow 1
1184,395.0,294,356,Burrow 2
1185,396.0,377,421,A
1186,396.0,946,180,Burrow 1
1187,396.0,294,356,Burrow 2
1188,397.0,377,420,A
1189,397.0,946,180,Burrow 1
1190,397.0,294,356,Burrow 2
1191,398.0,377,420,A
1192,398.0,946,180,Burrow 1
1193,398.0,294,356,Burrow 2
1194,399.0,377,421,A
1195,399.0,946,180,Burrow 1
1196,399.0,294,356,Burrow 2
1197,400.0,377,420,A
1198,400.0,946,180,Burrow 1
1199,400.0,294,356,Burrow 2
1200,401.0,377,420,A
1201,401.0,946,180,Burrow 1
1202,401.0,294,356,Burrow 2
1203,402.0,377,420,A
1204,402.0,946,180,Burrow 1
1205,402.0,294,356,Burrow 2
1206,403.0,377,420,A
1207,403.0,946,180,Burrow 1
1208,403.0,294,356,Burrow 2
1209,404.0,377,420,A
1210,404.0,946,180,Burrow 1
1211,404.0,294,356,Burrow 2
1212,405.0,377,420,A
1213,405.0,946,180,Burrow 1
1214,405.0,294,356,Burrow 2
1215,406.0,377,420,A
1216,406.0,946,180,Burrow 1
1217,406.0,294,356,Burrow 2
1218,407.0,377,420,A
1219,407.0,946,180,Burrow 1
1220,407.0,294,356,Burrow 2
1221,408.0,377,420,A
1222,408.0,946,180,Burrow 1
1223,408.0,294,356,Burrow 2
1224,409.0,377,420,A
1225,409.0,946,180,Burrow 1
1226,409.0,294,356,Burrow 2
1227,410.0,377,420,A
1228,410.0,946,180,Burrow 1
1229,410.0,294,356,Burrow 2
1230,411.0,377,420,A
1231,411.0,946,180,Burrow 1
1232,411.0,294,356,Burrow 2
1233,412.0,377,419,A
1234,412.0,946,180,Burrow 1
1235,412.0,294,356,Burrow 2
1236,413.0,377,419,A
1237,413.0,946,180,Burrow 1
1238,413.0,294,356,Burrow 2
1239,414.0,377,419,A
1240,414.0,946,180,Burrow 1
1241,414.0,294,356,Burrow 2
1242,415.0,377,419,A
1243,415.0,946,180,Burrow 1
1244,415.0,294,356,Burrow 2
1245,416.0,377,419,A
1246,416.0,946,180,Burrow 1
1247,416.0,294,356,Burrow 2
1248,417.0,377,419,A
1249,417.0,946,180,Burrow 1
1250,417.0,294,356,Burrow 2
1251,418.0,376,419,A
1252,418.0,946,180,Burrow 1
1253,418.0,294,356,Burrow 2
1254,419.0,376,419,A
1255,419.0,946,180,Burrow 1
1256,419.0,294,356,Burrow 2
1257,420.0,376,419,A
1258,420.0,946,180,Burrow 1
1259,420.0,294,356,Burrow 2
1260,421.0,376,418,A
1261,421.0,946,180,Burrow 1
1262,421.0,294,356,Burrow 2
1263,422.0,376,419,A
1264,422.0,946,180,Burrow 1
1265,422.0,294,356,Burrow 2
1266,423.0,376,418,A
1267,423.0,946,180,Burrow 1
1268,423.0,294,356,Burrow 2
1269,424.0,376,418,A
1270,424.0,946,180,Burrow 1
1271,424.0,294,356,Burrow 2
1272,425.0,376,417,A
1273,425.0,946,180,Burrow 1
1274,425.0,294,356,Burrow 2
1275,426.0,376,417,A
1276,426.0,946,180,Burrow 1
1277,426.0,294,356,Burrow 2
1278,427.0,376,417,A
1279,427.0,946,180,Burrow 1
1280,427.0,294,356,Burrow 2
1281,428.0,376,414,A
1282,428.0,946,180,Burrow 1
1283,428.0,294,356,Burrow 2
1284,429.0,377,412,A
1285,429.0,946,180,Burrow 1
1286,429.0,294,356,Burrow 2
1287,430.0,377,411,A
1288,430.0,946,180,Burrow 1
1289,430.0,294,356,Burrow 2
1290,431.0,379,410,A
1291,431.0,946,180,Burrow 1
1292,431.0,294,356,Burrow 2
1293,432.0,381,409,A
1294,432.0,946,180,Burrow 1
1295,432.0,294,356,Burrow 2
1296,433.0,382,408,A
1297,433.0,946,180,Burrow 1
1298,433.0,294,356,Burrow 2
1299,434.0,383,407,A
1300,434.0,946,180,Burrow 1
1301,434.0,294,356,Burrow 2
1302,435.0,384,406,A
1303,435.0,946,180,Burrow 1
1304,435.0,294,356,Burrow 2
1305,436.0,386,406,A
1306,436.0,946,180,Burrow 1
1307,436.0,294,356,Burrow 2
1308,437.0,387,406,A
1309,437.0,946,180,Burrow 1
1310,437.0,294,356,Burrow 2
1311,438.0,387,406,A
1312,438.0,946,180,Burrow 1
1313,438.0,294,356,Burrow 2
1314,439.0,388,406,A
1315,439.0,946,180,Burrow 1
1316,439.0,294,356,Burrow 2
1317,440.0,388,405,A
1318,440.0,946,180,Burrow 1
1319,440.0,294,356,Burrow 2
1320,441.0,389,404,A
1321,441.0,946,180,Burrow 1
1322,441.0,294,356,Burrow 2
1323,442.0,389,404,A
1324,442.0,946,180,Burrow 1
1325,442.0,294,356,Burrow 2
1326,443.0,390,403,A
1327,443.0,946,180,Burrow 1
1328,443.0,294,356,Burrow 2
1329,444.0,390,403,A
1330,444.0,946,180,Burrow 1
1331,444.0,294,356,Burrow 2
1332,445.0,390,402,A
1333,445.0,946,180,Burrow 1
1334,445.0,294,356,Burrow 2
1335,446.0,390,401,A
1336,446.0,946,180,Burrow 1
1337,446.0,294,356,Burrow 2
1338,447.0,390,400,A
1339,447.0,946,180,Burrow 1
1340,447.0,294,356,Burrow 2
1341,448.0,390,399,A
1342,448.0,946,180,Burrow 1
1343,448.0,294,356,Burrow 2
1344,449.0,391,397,A
1345,449.0,946,180,Burrow 1
1346,449.0,294,356,Burrow 2
1347,450.0,391,395,A
1348,450.0,946,180,Burrow 1
1349,450.0,294,356,Burrow 2
1350,451.0,391,394,A
1351,451.0,946,180,Burrow 1
1352,451.0,294,356,Burrow 2
1353,452.0,391,392,A
1354,452.0,946,180,Burrow 1
1355,452.0,294,356,Burrow 2
1356,453.0,392,391,A
1357,453.0,946,180,Burrow 1
1358,453.0,294,356,Burrow 2
1359,454.0,392,390,A
1360,454.0,946,180,Burrow 1
1361,454.0,294,356,Burrow 2
1362,455.0,392,389,A
1363,455.0,946,180,Burrow 1
1364,455.0,294,356,Burrow 2
1365,456.0,393,388,A
1366,456.0,946,180,Burrow 1
1367,456.0,294,356,Burrow 2
1368,457.0,393,389,A
1369,457.0,946,180,Burrow 1
1370,457.0,294,356,Burrow 2
1371,458.0,394,389,A
1372,458.0,946,180,Burrow 1
1373,458.0,294,356,Burrow 2
1374,459.0,395,390,A
1375,459.0,946,180,Burrow 1
1376,459.0,294,356,Burrow 2
1377,460.0,396,390,A
1378,460.0,946,180,Burrow 1
1379,460.0,294,356,Burrow 2
1380,461.0,397,391,A
1381,461.0,946,180,Burrow 1
1382,461.0,294,356,Burrow 2
1383,462.0,397,391,A
1384,462.0,946,180,Burrow 1
1385,462.0,294,356,Burrow 2
1386,463.0,398,391,A
1387,463.0,946,180,Burrow 1
1388,463.0,294,356,Burrow 2
1389,464.0,399,392,A
1390,464.0,946,180,Burrow 1
1391,464.0,294,356,Burrow 2
1392,465.0,400,392,A
1393,465.0,946,180,Burrow 1
1394,465.0,294,356,Burrow 2
1395,466.0,401,392,A
1396,466.0,946,180,Burrow 1
1397,466.0,294,356,Burrow 2
1398,467.0,401,393,A
1399,467.0,946,180,Burrow 1
1400,467.0,294,356,Burrow 2
1401,468.0,402,393,A
1402,468.0,946,180,Burrow 1
1403,468.0,294,356,Burrow 2
1404,469.0,403,393,A
1405,469.0,946,180,Burrow 1
1406,469.0,294,356,Burrow 2
1407,470.0,404,394,A
1408,470.0,946,180,Burrow 1
1409,470.0,294,356,Burrow 2
1410,471.0,405,394,A
1411,471.0,946,180,Burrow 1
1412,471.0,294,356,Burrow 2
1413,472.0,406,395,A
1414,472.0,946,180,Burrow 1
1415,472.0,294,356,Burrow 2
1416,473.0,407,395,A
1417,473.0,946,180,Burrow 1
1418,473.0,294,356,Burrow 2
1419,474.0,407,396,A
1420,474.0,946,180,Burrow 1
1421,474.0,294,356,Burrow 2
1422,475.0,408,397,A
1423,475.0,946,180,Burrow 1
1424,475.0,294,356,Burrow 2
1425,476.0,408,397,A
1426,476.0,946,180,Burrow 1
1427,476.0,294,356,Burrow 2
1428,477.0,408,398,A
1429,477.0,946,180,Burrow 1
1430,477.0,294,356,Burrow 2
1431,478.0,408,399,A
1432,478.0,946,180,Burrow 1
1433,478.0,294,356,Burrow 2
1434,479.0,408,400,A
1435,479.0,946,180,Burrow 1
1436,479.0,294,356,Burrow 2
1437,480.0,408,401,A
1438,480.0,946,180,Burrow 1
1439,480.0,294,356,Burrow 2
1440,481.0,408,402,A
1441,481.0,946,180,Burrow 1
1442,481.0,294,356,Burrow 2
1443,482.0,408,403,A
1444,482.0,946,180,Burrow 1
1445,482.0,294,356,Burrow 2
1446,483.0,408,404,A
1447,483.0,946,180,Burrow 1
1448,483.0,294,356,Burrow 2
1449,484.0,408,404,A
1450,484.0,946,180,Burrow 1
1451,484.0,294,356,Burrow 2
1452,485.0,408,405,A
1453,485.0,946,180,Burrow 1
1454,485.0,294,356,Burrow 2
1455,486.0,408,405,A
1456,486.0,946,180,Burrow 1
1457,486.0,294,356,Burrow 2
1458,487.0,408,405,A
1459,487.0,946,180,Burrow 1
1460,487.0,294,356,Burrow 2
1461,488.0,408,406,A
1462,488.0,946,180,Burrow 1
1463,488.0,294,356,Burrow 2
1464,489.0,408,406,A
1465,489.0,946,180,Burrow 1
1466,489.0,294,356,Burrow 2
1467,490.0,408,407,A
1468,490.0,946,180,Burrow 1
1469,490.0,294,356,Burrow 2
1470,491.0,408,407,A
1471,491.0,946,180,Burrow 1
1472,491.0,294,356,Burrow 2
1473,492.0,408,407,A
1474,492.0,946,180,Burrow 1
1475,492.0,294,356,Burrow 2
1476,493.0,408,407,A
1477,493.0,946,180,Burrow 1
1478,493.0,294,356,Burrow 2
1479,494.0,408,408,A
1480,494.0,946,180,Burrow 1
1481,494.0,294,356,Burrow 2
1482,495.0,407,408,A
1483,495.0,946,180,Burrow 1
1484,495.0,294,356,Burrow 2
1485,496.0,407,408,A
1486,496.0,946,180,Burrow 1
1487,496.0,294,356,Burrow 2
1488,497.0,407,408,A
1489,497.0,946,180,Burrow 1
1490,497.0,294,356,Burrow 2
1491,498.0,407,408,A
1492,498.0,946,180,Burrow 1
1493,498.0,294,356,Burrow 2
1494,499.0,407,409,A
1495,499.0,946,180,Burrow 1
1496,499.0,294,356,Burrow 2
1497,500.0,407,409,A
1498,500.0,946,180,Burrow 1
1499,500.0,294,356,Burrow 2
1500,501.0,406,409,A
1501,501.0,946,180,Burrow 1
1502,501.0,294,356,Burrow 2
1503,502.0,406,410,A
1504,502.0,946,180,Burrow 1
1505,502.0,294,356,Burrow 2
1506,503.0,406,411,A
1507,503.0,946,180,Burrow 1
1508,503.0,294,356,Burrow 2
1509,504.0,406,411,A
1510,504.0,946,180,Burrow 1
1511,504.0,294,356,Burrow 2
1512,505.0,406,411,A
1513,505.0,946,180,Burrow 1
1514,505.0,294,356,Burrow 2
1515,506.0,405,412,A
1516,506.0,946,180,Burrow 1
1517,506.0,294,356,Burrow 2
1518,507.0,405,412,A
1519,507.0,946,180,Burrow 1
1520,507.0,294,356,Burrow 2
1521,508.0,404,413,A
1522,508.0,946,180,Burrow 1
1523,508.0,294,356,Burrow 2
1524,509.0,404,414,A
1525,509.0,946,180,Burrow 1
1526,509.0,294,356,Burrow 2
1527,510.0,404,414,A
1528,510.0,946,180,Burrow 1
1529,510.0,294,356,Burrow 2
1530,511.0,403,415,A
1531,511.0,946,180,Burrow 1
1532,511.0,294,356,Burrow 2
1533,512.0,403,416,A
1534,512.0,946,180,Burrow 1
1535,512.0,294,356,Burrow 2
1536,513.0,402,417,A
1537,513.0,946,180,Burrow 1
1538,513.0,294,356,Burrow 2
1539,514.0,401,419,A
1540,514.0,946,180,Burrow 1
1541,514.0,294,356,Burrow 2
1542,515.0,399,420,A
1543,515.0,946,180,Burrow 1
1544,515.0,294,356,Burrow 2
1545,516.0,398,422,A
1546,516.0,946,180,Burrow 1
1547,516.0,294,356,Burrow 2
1548,517.0,396,424,A
1549,517.0,946,180,Burrow 1
1550,517.0,294,356,Burrow 2
1551,518.0,395,425,A
1552,518.0,946,180,Burrow 1
1553,518.0,294,356,Burrow 2
1554,519.0,393,427,A
1555,519.0,946,180,Burrow 1
1556,519.0,294,356,Burrow 2
1557,520.0,392,428,A
1558,520.0,946,180,Burrow 1
1559,520.0,294,356,Burrow 2
1560,521.0,390,429,A
1561,521.0,946,180,Burrow 1
1562,521.0,294,356,Burrow 2
1563,522.0,389,429,A
1564,522.0,946,180,Burrow 1
1565,522.0,294,356,Burrow 2
1566,523.0,388,430,A
1567,523.0,946,180,Burrow 1
1568,523.0,294,356,Burrow 2
1569,524.0,387,430,A
1570,524.0,946,180,Burrow 1
1571,524.0,294,356,Burrow 2
1572,525.0,387,431,A
1573,525.0,946,180,Burrow 1
1574,525.0,294,356,Burrow 2
1575,526.0,387,431,A
1576,526.0,946,180,Burrow 1
1577,526.0,294,356,Burrow 2
1578,527.0,386,431,A
1579,527.0,946,180,Burrow 1
1580,527.0,294,356,Burrow 2
1581,528.0,386,430,A
1582,528.0,946,180,Burrow 1
1583,528.0,294,356,Burrow 2
1584,529.0,386,430,A
1585,529.0,946,180,Burrow 1
1586,529.0,294,356,Burrow 2
1587,530.0,386,431,A
1588,530.0,946,180,Burrow 1
1589,530.0,294,356,Burrow 2
1590,531.0,387,431,A
1591,531.0,946,180,Burrow 1
1592,531.0,294,356,Burrow 2
1593,532.0,388,431,A
1594,532.0,946,180,Burrow 1
1595,532.0,294,356,Burrow 2
1596,533.0,388,432,A
1597,533.0,946,180,Burrow 1
1598,533.0,294,356,Burrow 2
1599,534.0,389,431,A
1600,534.0,946,180,Burrow 1
1601,534.0,294,356,Burrow 2
1602,535.0,388,431,A
1603,535.0,946,180,Burrow 1
1604,535.0,294,356,Burrow 2
1605,536.0,389,431,A
1606,536.0,946,180,Burrow 1
1607,536.0,294,356,Burrow 2
1608,537.0,389,430,A
1609,537.0,946,180,Burrow 1
1610,537.0,294,356,Burrow 2
1611,538.0,389,430,A
1612,538.0,946,180,Burrow 1
1613,538.0,294,356,Burrow 2
1614,539.0,389,430,A
1615,539.0,946,180,Burrow 1
1616,539.0,294,356,Burrow 2
1617,540.0,389,429,A
1618,540.0,946,180,Burrow 1
1619,540.0,294,356,Burrow 2
1620,541.0,389,429,A
1621,541.0,946,180,Burrow 1
1622,541.0,294,356,Burrow 2
1623,542.0,389,429,A
1624,542.0,946,180,Burrow 1
1625,542.0,294,356,Burrow 2
1626,543.0,389,429,A
1627,543.0,946,180,Burrow 1
1628,543.0,294,356,Burrow 2
1629,544.0,389,429,A
1630,544.0,946,180,Burrow 1
1631,544.0,294,356,Burrow 2
1632,545.0,389,429,A
1633,545.0,946,180,Burrow 1
1634,545.0,294,356,Burrow 2
1635,546.0,388,428,A
1636,546.0,946,180,Burrow 1
1637,546.0,294,356,Burrow 2
1638,547.0,388,428,A
1639,547.0,946,180,Burrow 1
1640,547.0,294,356,Burrow 2
1641,548.0,388,428,A
1642,548.0,946,180,Burrow 1
1643,548.0,294,356,Burrow 2
1644,549.0,388,429,A
1645,549.0,946,180,Burrow 1
1646,549.0,294,356,Burrow 2
1647,550.0,388,428,A
1648,550.0,946,180,Burrow 1
1649,550.0,294,356,Burrow 2
1650,551.0,388,428,A
1651,551.0,946,180,Burrow 1
1652,551.0,294,356,Burrow 2
1653,552.0,388,428,A
1654,552.0,946,180,Burrow 1
1655,552.0,294,356,Burrow 2
1656,553.0,388,428,A
1657,553.0,946,180,Burrow 1
1658,553.0,294,356,Burrow 2
1659,554.0,388,428,A
1660,554.0,946,180,Burrow 1
1661,554.0,294,356,Burrow 2
1662,555.0,388,428,A
1663,555.0,946,180,Burrow 1
1664,555.0,294,356,Burrow 2
1665,556.0,388,428,A
1666,556.0,946,180,Burrow 1
1667,556.0,294,356,Burrow 2
1668,557.0,388,428,A
1669,557.0,946,180,Burrow 1
1670,557.0,294,356,Burrow 2
1671,558.0,388,428,A
1672,558.0,946,180,Burrow 1
1673,558.0,294,356,Burrow 2
1674,559.0,387,428,A
1675,559.0,946,180,Burrow 1
1676,559.0,294,356,Burrow 2
1677,560.0,388,428,A
1678,560.0,946,180,Burrow 1
1679,560.0,294,356,Burrow 2
1680,561.0,388,428,A
1681,561.0,946,180,Burrow 1
1682,561.0,294,356,Burrow 2
1683,562.0,387,428,A
1684,562.0,946,180,Burrow 1
1685,562.0,294,356,Burrow 2
1686,563.0,387,428,A
1687,563.0,946,180,Burrow 1
1688,563.0,294,356,Burrow 2
1689,564.0,387,427,A
1690,564.0,946,180,Burrow 1
1691,564.0,294,356,Burrow 2
1692,565.0,387,427,A
1693,565.0,946,180,Burrow 1
1694,565.0,294,356,Burrow 2
1695,566.0,387,427,A
1696,566.0,946,180,Burrow 1
1697,566.0,294,356,Burrow 2
1698,567.0,387,427,A
1699,567.0,946,180,Burrow 1
1700,567.0,294,356,Burrow 2
1701,568.0,387,428,A
1702,568.0,946,180,Burrow 1
1703,568.0,294,356,Burrow 2
1704,569.0,387,427,A
1705,569.0,946,180,Burrow 1
1706,569.0,294,356,Burrow 2
1707,570.0,387,427,A
1708,570.0,946,180,Burrow 1
1709,570.0,294,356,Burrow 2
1710,571.0,387,427,A
1711,571.0,946,180,Burrow 1
1712,571.0,294,356,Burrow 2
1713,572.0,387,428,A
1714,572.0,946,180,Burrow 1
1715,572.0,294,356,Burrow 2
1716,573.0,387,427,A
1717,573.0,946,180,Burrow 1
1718,573.0,294,356,Burrow 2
1719,574.0,387,427,A
1720,574.0,946,180,Burrow 1
1721,574.0,294,356,Burrow 2
1722,575.0,387,427,A
1723,575.0,946,180,Burrow 1
1724,575.0,294,356,Burrow 2
1725,576.0,387,427,A
1726,576.0,946,180,Burrow 1
1727,576.0,294,356,Burrow 2
1728,577.0,387,428,A
1729,577.0,946,180,Burrow 1
1730,577.0,294,356,Burrow 2
1731,578.0,387,428,A
1732,578.0,946,180,Burrow 1
1733,578.0,294,356,Burrow 2
1734,579.0,387,427,A
1735,579.0,946,180,Burrow 1
1736,579.0,294,356,Burrow 2
1737,580.0,387,427,A
1738,580.0,946,180,Burrow 1
1739,580.0,294,356,Burrow 2
1740,581.0,387,427,A
1741,581.0,946,180,Burrow 1
1742,581.0,294,356,Burrow 2
1743,582.0,387,427,A
1744,582.0,946,180,Burrow 1
1745,582.0,294,356,Burrow 2
1746,583.0,387,427,A
1747,583.0,946,180,Burrow 1
1748,583.0,294,356,Burrow 2
1749,584.0,387,427,A
1750,584.0,946,180,Burrow 1
1751,584.0,294,356,Burrow 2
1752,585.0,387,427,A
1753,585.0,946,180,Burrow 1
1754,585.0,294,356,Burrow 2
1755,586.0,387,427,A
1756,586.0,946,180,Burrow 1
1757,586.0,294,356,Burrow 2
1758,587.0,387,427,A
1759,587.0,946,180,Burrow 1
1760,587.0,294,356,Burrow 2
1761,588.0,387,427,A
1762,588.0,946,180,Burrow 1
1763,588.0,294,356,Burrow 2
1764,589.0,387,427,A
1765,589.0,946,180,Burrow 1
1766,589.0,294,356,Burrow 2
1767,590.0,387,427,A
