,frame,pos_x,pos_y,id
1768,590.0,946,180,Burrow 1
1769,590.0,294,356,Burrow 2
1770,591.0,387,427,A
1771,591.0,946,180,Burrow 1
1772,591.0,294,356,Burrow 2
1773,592.0,387,427,A
1774,592.0,946,180,Burrow 1
1775,592.0,294,356,Burrow 2
1776,593.0,387,427,A
1777,593.0,946,180,Burrow 1
1778,593.0,294,356,Burrow 2
1779,594.0,386,427,A
1780,594.0,946,180,Burrow 1
1781,594.0,294,356,Burrow 2
1782,595.0,387,427,A
1783,595.0,946,180,Burrow 1
1784,595.0,294,356,Burrow 2
1785,596.0,386,427,A
1786,596.0,946,180,Burrow 1
1787,596.0,294,356,Burrow 2
1788,597.0,386,427,A
1789,597.0,946,180,Burrow 1
1790,597.0,294,356,Burrow 2
1791,598.0,385,426,A
1792,598.0,946,180,Burrow 1
1793,598.0,294,356,Burrow 2
1794,599.0,384,425,A
1795,599.0,946,180,Burrow 1
1796,599.0,294,356,Burrow 2
1797,600.0,383,424,A
1798,600.0,946,180,Burrow 1
1799,600.0,294,356,Burrow 2
1800,601.0,381,424,A
1801,601.0,946,180,Burrow 1
1802,601.0,294,356,Burrow 2
1803,602.0,380,424,A
1804,602.0,946,180,Burrow 1
1805,602.0,294,356,Burrow 2
1806,603.0,378,424,A
1807,603.0,946,180,Burrow 1
1808,603.0,294,356,Burrow 2
1809,604.0,376,424,A
1810,604.0,946,180,Burrow 1
1811,604.0,294,356,Burrow 2
1812,605.0,375,424,A
1813,605.0,946,180,Burrow 1
1814,605.0,294,356,Burrow 2
1815,606.0,373,424,A
1816,606.0,946,180,Burrow 1
1817,606.0,294,356,Burrow 2
1818,607.0,370,425,A
1819,607.0,946,180,Burrow 1
1820,607.0,294,356,Burrow 2
1821,608.0,368,426,A
1822,608.0,946,180,Burrow 1
1823,608.0,294,356,Burrow 2
1824,609.0,365,427,A
1825,609.0,946,180,Burrow 1
1826,609.0,294,356,Burrow 2
1827,610.0,361,428,A
1828,610.0,946,180,Burrow 1
1829,610.0,294,356,Burrow 2
1830,611.0,358,429,A
1831,611.0,946,180,Burrow 1
1832,611.0,294,356,Burrow 2
1833,612.0,355,431,A
1834,612.0,946,180,Burrow 1
1835,612.0,294,356,Burrow 2
1836,613.0,351,433,A
1837,613.0,946,180,Burrow 1
1838,613.0,294,356,Burrow 2
1839,614.0,347,434,A
1840,614.0,946,180,Burrow 1
1841,614.0,294,356,Burrow 2
1842,615.0,343,436,A
1843,615.0,946,180,Burrow 1
1844,615.0,294,356,Burrow 2
1845,616.0,339,439,A
1846,616.0,946,180,Burrow 1
1847,616.0,294,356,Burrow 2
1848,617.0,336,441,A
1849,617.0,946,180,Burrow 1
1850,617.0,294,356,Burrow 2
1851,618.0,333,442,A
1852,618.0,946,180,Burrow 1
1853,618.0,294,356,Burrow 2
1854,619.0,329,443,A
1855,619.0,946,180,Burrow 1
1856,619.0,294,356,Burrow 2
1857,620.0,326,444,A
1858,620.0,946,180,Burrow 1
1859,620.0,294,356,Burrow 2
1860,621.0,323,446,A
1861,621.0,946,180,Burrow 1
1862,621.0,294,356,Burrow 2
1863,622.0,320,446,A
1864,622.0,946,180,Burrow 1
1865,622.0,294,356,Burrow 2
1866,623.0,319,447,A
1867,623.0,946,180,Burrow 1
1868,623.0,294,356,Burrow 2
1869,624.0,317,447,A
1870,624.0,946,180,Burrow 1
1871,624.0,294,356,Burrow 2
1872,625.0,317,447,A
1873,625.0,946,180,Burrow 1
1874,625.0,294,356,Burrow 2
1875,626.0,317,447,A
1876,626.0,946,180,Burrow 1
1877,626.0,294,356,Burrow 2
1878,627.0,317,447,A
1879,627.0,946,180,Burrow 1
1880,627.0,294,356,Burrow 2
1881,628.0,317,447,A
1882,628.0,946,180,Burrow 1
1883,628.0,294,356,Burrow 2
1884,629.0,316,447,A
1885,629.0,946,180,Burrow 1
1886,629.0,294,356,Burrow 2
1887,630.0,317,447,A
1888,630.0,946,180,Burrow 1
1889,630.0,294,356,Burrow 2
1890,631.0,316,447,A
1891,631.0,946,180,Burrow 1
1892,631.0,294,356,Burrow 2
1893,632.0,316,447,A
1894,632.0,946,180,Burrow 1
1895,632.0,294,356,Burrow 2
1896,633.0,316,447,A
1897,633.0,946,180,Burrow 1
1898,633.0,294,356,Burrow 2
1899,634.0,317,447,A
1900,634.0,946,180,Burrow 1
1901,634.0,294,356,Burrow 2
1902,635.0,316,447,A
1903,635.0,946,180,Burrow 1
1904,635.0,294,356,Burrow 2
1905,636.0,316,447,A
1906,636.0,946,180,Burrow 1
1907,636.0,294,356,Burrow 2
1908,637.0,316,448,A
1909,637.0,946,180,Burrow 1
1910,637.0,294,356,Burrow 2
1911,638.0,316,448,A
1912,638.0,946,180,Burrow 1
1913,638.0,294,356,Burrow 2
1914,639.0,316,447,A
1915,639.0,946,180,Burrow 1
1916,639.0,294,356,Burrow 2
1917,640.0,316,447,A
1918,640.0,946,180,Burrow 1
1919,640.0,294,356,Burrow 2
1920,641.0,316,447,A
1921,641.0,946,180,Burrow 1
1922,641.0,294,356,Burrow 2
1923,642.0,316,447,A
1924,642.0,946,180,Burrow 1
1925,642.0,294,356,Burrow 2
1926,643.0,316,447,A
1927,643.0,946,180,Burrow 1
1928,643.0,294,356,Burrow 2
1929,644.0,316,447,A
1930,644.0,946,180,Burrow 1
1931,644.0,294,356,Burrow 2
1932,645.0,316,447,A
1933,645.0,946,180,Burrow 1
1934,645.0,294,356,Burrow 2
1935,646.0,316,447,A
1936,646.0,946,180,Burrow 1
1937,646.0,294,356,Burrow 2
1938,647.0,315,447,A
1939,647.0,946,180,Burrow 1
1940,647.0,294,356,Burrow 2
1941,648.0,315,447,A
1942,648.0,946,180,Burrow 1
1943,648.0,294,356,Burrow 2
1944,649.0,314,447,A
1945,649.0,946,180,Burrow 1
1946,649.0,294,356,Burrow 2
1947,650.0,314,447,A
1948,650.0,946,180,Burrow 1
1949,650.0,294,356,Burrow 2
1950,651.0,313,447,A
1951,651.0,946,180,Burrow 1
1952,651.0,294,356,Burrow 2
1953,652.0,313,448,A
1954,652.0,946,180,Burrow 1
1955,652.0,294,356,Burrow 2
1956,653.0,312,447,A
1957,653.0,946,180,Burrow 1
1958,653.0,294,356,Burrow 2
1959,654.0,312,447,A
1960,654.0,946,180,Burrow 1
1961,654.0,294,356,Burrow 2
1962,655.0,311,447,A
1963,655.0,946,180,Burrow 1
1964,655.0,294,356,Burrow 2
1965,656.0,311,447,A
1966,656.0,946,180,Burrow 1
1967,656.0,294,356,Burrow 2
1968,657.0,310,447,A
1969,657.0,946,180,Burrow 1
1970,657.0,294,356,Burrow 2
1971,658.0,309,447,A
1972,658.0,946,180,Burrow 1
1973,658.0,294,356,Burrow 2
1974,659.0,307,447,A
1975,659.0,946,180,Burrow 1
1976,659.0,294,356,Burrow 2
1977,660.0,306,447,A
1978,660.0,946,180,Burrow 1
1979,660.0,294,356,Burrow 2
1980,661.0,305,447,A
1981,661.0,946,180,Burrow 1
1982,661.0,294,356,Burrow 2
1983,662.0,304,447,A
1984,662.0,946,180,Burrow 1
1985,662.0,294,356,Burrow 2
1986,663.0,303,447,A
1987,663.0,946,180,Burrow 1
1988,663.0,294,356,Burrow 2
1989,664.0,302,447,A
1990,664.0,946,180,Burrow 1
1991,664.0,294,356,Burrow 2
1992,665.0,302,447,A
1993,665.0,946,180,Burrow 1
1994,665.0,294,356,Burrow 2
1995,666.0,301,447,A
1996,666.0,946,180,Burrow 1
1997,666.0,294,356,Burrow 2
1998,667.0,301,448,A
1999,667.0,946,180,Burrow 1
2000,667.0,294,356,Burrow 2
2001,668.0,301,448,A
2002,668.0,946,180,Burrow 1
2003,668.0,294,356,Burrow 2
2004,669.0,301,447,A
2005,669.0,946,180,Burrow 1
2006,669.0,294,356,Burrow 2
2007,670.0,301,448,A
2008,670.0,946,180,Burrow 1
2009,670.0,294,356,Burrow 2
2010,671.0,301,447,A
2011,671.0,946,180,Burrow 1
2012,671.0,294,356,Burrow 2
2013,672.0,300,447,A
2014,672.0,946,180,Burrow 1
2015,672.0,294,356,Burrow 2
2016,673.0,300,447,A
2017,673.0,946,180,Burrow 1
2018,673.0,294,356,Burrow 2
2019,674.0,300,447,A
2020,674.0,946,180,Burrow 1
2021,674.0,294,356,Burrow 2
2022,675.0,300,447,A
2023,675.0,946,180,Burrow 1
2024,675.0,294,356,Burrow 2
2025,676.0,300,447,A
2026,676.0,946,180,Burrow 1
2027,676.0,294,356,Burrow 2
2028,677.0,300,447,A
2029,677.0,946,180,Burrow 1
2030,677.0,294,356,Burrow 2
2031,678.0,300,447,A
2032,678.0,946,180,Burrow 1
2033,678.0,294,356,Burrow 2
2034,679.0,300,447,A
2035,679.0,946,180,Burrow 1
2036,679.0,294,356,Burrow 2
2037,680.0,300,447,A
2038,680.0,946,180,Burrow 1
2039,680.0,294,356,Burrow 2
2040,681.0,300,447,A
2041,681.0,946,180,Burrow 1
2042,681.0,294,356,Burrow 2
2043,682.0,300,447,A
2044,682.0,946,180,Burrow 1
2045,682.0,294,356,Burrow 2
2046,683.0,301,447,A
2047,683.0,946,180,Burrow 1
2048,683.0,294,356,Burrow 2
2049,684.0,301,447,A
2050,684.0,946,180,Burrow 1
2051,684.0,294,356,Burrow 2
2052,685.0,301,447,A
2053,685.0,946,180,Burrow 1
2054,685.0,294,356,Burrow 2
2055,686.0,301,447,A
2056,686.0,946,180,Burrow 1
2057,686.0,294,356,Burrow 2
2058,687.0,301,447,A
2059,687.0,946,180,Burrow 1
2060,687.0,294,356,Burrow 2
2061,688.0,300,447,A
2062,688.0,946,180,Burrow 1
2063,688.0,294,356,Burrow 2
2064,689.0,301,447,A
2065,689.0,946,180,Burrow 1
2066,689.0,294,356,Burrow 2
2067,690.0,301,447,A
2068,690.0,946,180,Burrow 1
2069,690.0,294,356,Burrow 2
2070,691.0,301,447,A
2071,691.0,946,180,Burrow 1
2072,691.0,294,356,Burrow 2
2073,692.0,301,447,A
2074,692.0,946,180,Burrow 1
2075,692.0,294,356,Burrow 2
2076,693.0,301,447,A
2077,693.0,946,180,Burrow 1
2078,693.0,294,356,Burrow 2
2079,694.0,301,447,A
2080,694.0,946,180,Burrow 1
2081,694.0,294,356,Burrow 2
2082,695.0,301,447,A
2083,695.0,946,180,Burrow 1
2084,695.0,294,356,Burrow 2
2085,696.0,301,447,A
2086,696.0,946,180,Burrow 1
2087,696.0,294,356,Burrow 2
2088,697.0,301,447,A
2089,697.0,946,180,Burrow 1
2090,697.0,294,356,Burrow 2
2091,698.0,301,447,A
2092,698.0,946,180,Burrow 1
2093,698.0,294,356,Burrow 2
2094,699.0,301,447,A
2095,699.0,946,180,Burrow 1
2096,699.0,294,356,Burrow 2
2097,700.0,301,447,A
2098,700.0,946,180,Burrow 1
2099,700.0,294,356,Burrow 2
2100,701.0,301,447,A
2101,701.0,946,180,Burrow 1
2102,701.0,294,356,Burrow 2
2103,702.0,301,447,A
2104,702.0,946,180,Burrow 1
2105,702.0,294,356,Burrow 2
2106,703.0,301,447,A
2107,703.0,946,180,Burrow 1
2108,703.0,294,356,Burrow 2
2109,704.0,302,447,A
2110,704.0,946,180,Burrow 1
2111,704.0,294,356,Burrow 2
2112,705.0,301,447,A
2113,705.0,946,180,Burrow 1
2114,705.0,294,356,Burrow 2
2115,706.0,301,447,A
2116,706.0,946,180,Burrow 1
2117,706.0,294,356,Burrow 2
2118,707.0,301,447,A
2119,707.0,946,180,Burrow 1
2120,707.0,294,356,Burrow 2
2121,708.0,301,447,A
2122,708.0,946,180,Burrow 1
2123,708.0,294,356,Burrow 2
2124,709.0,301,447,A
2125,709.0,946,180,Burrow 1
2126,709.0,294,356,Burrow 2
2127,710.0,301,447,A
2128,710.0,946,180,Burrow 1
2129,710.0,294,356,Burrow 2
2130,711.0,301,447,A
2131,711.0,946,180,Burrow 1
2132,711.0,294,356,Burrow 2
2133,712.0,301,447,A
2134,712.0,946,180,Burrow 1
2135,712.0,294,356,Burrow 2
2136,713.0,301,447,A
2137,713.0,946,180,Burrow 1
2138,713.0,294,356,Burrow 2
2139,714.0,301,447,A
2140,714.0,946,180,Burrow 1
2141,714.0,294,356,Burrow 2
2142,715.0,301,447,A
2143,715.0,946,180,Burrow 1
2144,715.0,294,356,Burrow 2
2145,716.0,301,447,A
2146,716.0,946,180,Burrow 1
2147,716.0,294,356,Burrow 2
2148,717.0,301,447,A
2149,717.0,946,180,Burrow 1
2150,717.0,294,356,Burrow 2
2151,718.0,301,447,A
2152,718.0,946,180,Burrow 1
2153,718.0,294,356,Burrow 2
2154,719.0,301,447,A
2155,719.0,946,180,Burrow 1
2156,719.0,294,356,Burrow 2
2157,720.0,301,447,A
2158,720.0,946,180,Burrow 1
2159,720.0,294,356,Burrow 2
2160,721.0,301,447,A
2161,721.0,946,180,Burrow 1
2162,721.0,294,356,Burrow 2
2163,722.0,302,447,A
2164,722.0,946,180,Burrow 1
2165,722.0,294,356,Burrow 2
2166,723.0,301,447,A
2167,723.0,946,180,Burrow 1
2168,723.0,294,356,Burrow 2
2169,724.0,301,447,A
2170,724.0,946,180,Burrow 1
2171,724.0,294,356,Burrow 2
2172,725.0,301,447,A
2173,725.0,946,180,Burrow 1
2174,725.0,294,356,Burrow 2
2175,726.0,301,447,A
2176,726.0,946,180,Burrow 1
2177,726.0,294,356,Burrow 2
2178,727.0,301,447,A
2179,727.0,946,180,Burrow 1
2180,727.0,294,356,Burrow 2
2181,728.0,301,447,A
2182,728.0,946,180,Burrow 1
2183,728.0,294,356,Burrow 2
2184,729.0,301,447,A
2185,729.0,946,180,Burrow 1
2186,729.0,294,356,Burrow 2
2187,730.0,302,447,A
2188,730.0,946,180,Burrow 1
2189,730.0,294,356,Burrow 2
2190,731.0,301,447,A
2191,731.0,946,180,Burrow 1
2192,731.0,294,356,Burrow 2
2193,732.0,301,447,A
2194,732.0,946,180,Burrow 1
2195,732.0,294,356,Burrow 2
2196,733.0,301,447,A
2197,733.0,946,180,Burrow 1
2198,733.0,294,356,Burrow 2
2199,734.0,301,447,A
2200,734.0,946,180,Burrow 1
2201,734.0,294,356,Burrow 2
2202,735.0,301,447,A
2203,735.0,946,180,Burrow 1
2204,735.0,294,356,Burrow 2
2205,736.0,302,447,A
2206,736.0,946,180,Burrow 1
2207,736.0,294,356,Burrow 2
2208,737.0,301,447,A
2209,737.0,946,180,Burrow 1
2210,737.0,294,356,Burrow 2
2211,738.0,302,447,A
2212,738.0,946,180,Burrow 1
2213,738.0,294,356,Burrow 2
2214,739.0,302,447,A
2215,739.0,946,180,Burrow 1
2216,739.0,294,356,Burrow 2
2217,740.0,302,447,A
2218,740.0,946,180,Burrow 1
2219,740.0,294,356,Burrow 2
2220,741.0,302,447,A
2221,741.0,946,180,Burrow 1
2222,741.0,294,356,Burrow 2
2223,742.0,302,447,A
2224,742.0,946,180,Burrow 1
2225,742.0,294,356,Burrow 2
2226,743.0,302,447,A
2227,743.0,946,180,Burrow 1
2228,743.0,294,356,Burrow 2
2229,744.0,302,447,A
2230,744.0,946,180,Burrow 1
2231,744.0,294,356,Burrow 2
2232,745.0,302,447,A
2233,745.0,946,180,Burrow 1
2234,745.0,294,356,Burrow 2
2235,746.0,302,447,A
2236,746.0,946,180,Burrow 1
2237,746.0,294,356,Burrow 2
2238,747.0,302,447,A
2239,747.0,946,180,Burrow 1
2240,747.0,294,356,Burrow 2
2241,748.0,302,447,A
2242,748.0,946,180,Burrow 1
2243,748.0,294,356,Burrow 2
2244,749.0,303,447,A
2245,749.0,946,180,Burrow 1
2246,749.0,294,356,Burrow 2
2247,750.0,303,447,A
2248,750.0,946,180,Burrow 1
2249,750.0,294,356,Burrow 2
2250,751.0,303,447,A
2251,751.0,946,180,Burrow 1
2252,751.0,294,356,Burrow 2
2253,752.0,303,447,A
2254,752.0,946,180,Burrow 1
2255,752.0,294,356,Burrow 2
2256,753.0,303,447,A
2257,753.0,946,180,Burrow 1
2258,753.0,294,356,Burrow 2
2259,754.0,303,447,A
2260,754.0,946,180,Burrow 1
2261,754.0,294,356,Burrow 2
2262,755.0,303,447,A
2263,755.0,946,180,Burrow 1
2264,755.0,294,356,Burrow 2
2265,756.0,303,447,A
2266,756.0,946,180,Burrow 1
2267,756.0,294,356,Burrow 2
2268,757.0,303,447,A
2269,757.0,946,180,Burrow 1
2270,757.0,294,356,Burrow 2
2271,758.0,303,447,A
2272,758.0,946,180,Burrow 1
2273,758.0,294,356,Burrow 2
2274,759.0,303,447,A
2275,759.0,946,180,Burrow 1
2276,759.0,294,356,Burrow 2
2277,760.0,303,447,A
2278,760.0,946,180,Burrow 1
2279,760.0,294,356,Burrow 2
2280,761.0,303,447,A
2281,761.0,946,180,Burrow 1
2282,761.0,294,356,Burrow 2
2283,762.0,303,447,A
2284,762.0,946,180,Burrow 1
2285,762.0,294,356,Burrow 2
2286,763.0,303,447,A
2287,763.0,946,180,Burrow 1
2288,763.0,294,356,Burrow 2
2289,764.0,303,447,A
2290,764.0,946,180,Burrow 1
2291,764.0,294,356,Burrow 2
2292,765.0,303,447,A
2293,765.0,946,180,Burrow 1
2294,765.0,294,356,Burrow 2
2295,766.0,303,447,A
2296,766.0,946,180,Burrow 1
2297,766.0,294,356,Burrow 2
2298,767.0,303,447,A
2299,767.0,946,180,Burrow 1
2300,767.0,294,356,Burrow 2
2301,768.0,304,447,A
2302,768.0,946,180,Burrow 1
2303,768.0,294,356,Burrow 2
2304,769.0,304,447,A
2305,769.0,946,180,Burrow 1
2306,769.0,294,356,Burrow 2
2307,770.0,304,447,A
2308,770.0,946,180,Burrow 1
2309,770.0,294,356,Burrow 2
2310,771.0,304,447,A
2311,771.0,946,180,Burrow 1
2312,771.0,294,356,Burrow 2
2313,772.0,304,447,A
2314,772.0,946,180,Burrow 1
2315,772.0,294,356,Burrow 2
2316,773.0,304,447,A
2317,773.0,946,180,Burrow 1
2318,773.0,294,356,Burrow 2
2319,774.0,304,447,A
2320,774.0,946,180,Burrow 1
2321,774.0,294,356,Burrow 2
2322,775.0,304,447,A
2323,775.0,946,180,Burrow 1
2324,775.0,294,356,Burrow 2
2325,776.0,304,447,A
2326,776.0,946,180,Burrow 1
2327,776.0,294,356,Burrow 2
2328,777.0,304,447,A
2329,777.0,946,180,Burrow 1
2330,777.0,294,356,Burrow 2
2331,778.0,304,447,A
2332,778.0,946,180,Burrow 1
2333,778.0,294,356,Burrow 2
2334,779.0,304,447,A
2335,779.0,946,180,Burrow 1
2336,779.0,294,356,Burrow 2
2337,780.0,303,447,A
2338,780.0,946,180,Burrow 1
2339,780.0,294,356,Burrow 2
2340,781.0,304,447,A
2341,781.0,946,180,Burrow 1
2342,781.0,294,356,Burrow 2
2343,782.0,304,447,A
2344,782.0,946,180,Burrow 1
2345,782.0,294,356,Burrow 2
2346,783.0,304,447,A
2347,783.0,946,180,Burrow 1
2348,783.0,294,356,Burrow 2
2349,784.0,304,448,A
2350,784.0,946,180,Burrow 1
2351,784.0,294,356,Burrow 2
2352,785.0,304,447,A
2353,785.0,946,180,Burrow 1
2354,785.0,294,356,Burrow 2
2355,786.0,304,447,A
2356,786.0,946,180,Burrow 1
2357,786.0,294,356,Burrow 2
2358,787.0,304,447,A
2359,787.0,946,180,Burrow 1
2360,787.0,294,356,Burrow 2
2361,788.0,304,448,A
2362,788.0,946,180,Burrow 1
2363,788.0,294,356,Burrow 2
2364,789.0,304,447,A
2365,789.0,946,180,Burrow 1
2366,789.0,294,356,Burrow 2
2367,790.0,304,447,A
2368,790.0,946,180,Burrow 1
2369,790.0,294,356,Burrow 2
2370,791.0,304,447,A
2371,791.0,946,180,Burrow 1
2372,791.0,294,356,Burrow 2
2373,792.0,304,447,A
2374,792.0,946,180,Burrow 1
2375,792.0,294,356,Burrow 2
2376,793.0,304,447,A
2377,793.0,946,180,Burrow 1
2378,793.0,294,356,Burrow 2
2379,794.0,304,447,A
2380,794.0,946,180,Burrow 1
2381,794.0,294,356,Burrow 2
2382,795.0,304,447,A
2383,795.0,946,180,Burrow 1
2384,795.0,294,356,Burrow 2
2385,796.0,304,447,A
2386,796.0,946,180,Burrow 1
2387,796.0,294,356,Burrow 2
2388,797.0,304,447,A
2389,797.0,946,180,Burrow 1
2390,797.0,294,356,Burrow 2
2391,798.0,304,447,A
2392,798.0,946,180,Burrow 1
2393,798.0,294,356,Burrow 2
2394,799.0,304,447,A
2395,799.0,946,180,Burrow 1
2396,799.0,294,356,Burrow 2
2397,800.0,304,447,A
2398,800.0,946,180,Burrow 1
2399,800.0,294,356,Burrow 2
2400,801.0,304,448,A
2401,801.0,946,180,Burrow 1
2402,801.0,294,356,Burrow 2
2403,802.0,304,447,A
2404,802.0,946,180,Burrow 1
2405,802.0,294,356,Burrow 2
2406,803.0,304,447,A
2407,803.0,946,180,Burrow 1
2408,803.0,294,356,Burrow 2
2409,804.0,304,447,A
2410,804.0,946,180,Burrow 1
2411,804.0,294,356,Burrow 2
2412,805.0,304,447,A
2413,805.0,946,180,Burrow 1
2414,805.0,294,356,Burrow 2
2415,806.0,304,447,A
2416,806.0,946,180,Burrow 1
2417,806.0,294,356,Burrow 2
2418,807.0,304,447,A
2419,807.0,946,180,Burrow 1
2420,807.0,294,356,Burrow 2
2421,808.0,304,447,A
2422,808.0,946,180,Burrow 1
2423,808.0,294,356,Burrow 2
2424,809.0,305,447,A
2425,809.0,946,180,Burrow 1
2426,809.0,294,356,Burrow 2
2427,810.0,304,447,A
2428,810.0,946,180,Burrow 1
2429,810.0,294,356,Burrow 2
2430,811.0,304,447,A
2431,811.0,946,180,Burrow 1
2432,811.0,294,356,Burrow 2
2433,812.0,304,447,A
2434,812.0,946,180,Burrow 1
2435,812.0,294,356,Burrow 2
2436,813.0,304,447,A
2437,813.0,946,180,Burrow 1
2438,813.0,294,356,Burrow 2
2439,814.0,304,447,A
2440,814.0,946,180,Burrow 1
2441,814.0,294,356,Burrow 2
2442,815.0,304,447,A
2443,815.0,946,180,Burrow 1
2444,815.0,294,356,Burrow 2
2445,816.0,304,447,A
2446,816.0,946,180,Burrow 1
2447,816.0,294,356,Burrow 2
2448,817.0,304,447,A
2449,817.0,946,180,Burrow 1
2450,817.0,294,356,Burrow 2
2451,818.0,304,447,A
2452,818.0,946,180,Burrow 1
2453,818.0,294,356,Burrow 2
2454,819.0,304,447,A
2455,819.0,946,180,Burrow 1
2456,819.0,294,356,Burrow 2
2457,820.0,304,448,A
2458,820.0,946,180,Burrow 1
2459,820.0,294,356,Burrow 2
2460,821.0,304,447,A
2461,821.0,946,180,Burrow 1
2462,821.0,294,356,Burrow 2
2463,822.0,304,447,A
2464,822.0,946,180,Burrow 1
2465,822.0,294,356,Burrow 2
2466,823.0,304,447,A
2467,823.0,946,180,Burrow 1
2468,823.0,294,356,Burrow 2
2469,824.0,304,447,A
2470,824.0,946,180,Burrow 1
2471,824.0,294,356,Burrow 2
2472,825.0,304,447,A
2473,825.0,946,180,Burrow 1
2474,825.0,294,356,Burrow 2
2475,826.0,305,447,A
2476,826.0,946,180,Burrow 1
2477,826.0,294,356,Burrow 2
2478,827.0,304,447,A
2479,827.0,946,180,Burrow 1
2480,827.0,294,356,Burrow 2
2481,828.0,304,447,A
2482,828.0,946,180,Burrow 1
2483,828.0,294,356,Burrow 2
2484,829.0,304,447,A
2485,829.0,946,180,Burrow 1
2486,829.0,294,356,Burrow 2
2487,830.0,304,447,A
2488,830.0,946,180,Burrow 1
2489,830.0,294,356,Burrow 2
2490,831.0,304,448,A
2491,831.0,946,180,Burrow 1
2492,831.0,294,356,Burrow 2
2493,832.0,304,447,A
2494,832.0,946,180,Burrow 1
2495,832.0,294,356,Burrow 2
2496,833.0,304,447,A
2497,833.0,946,180,Burrow 1
2498,833.0,294,356,Burrow 2
2499,834.0,304,447,A
2500,834.0,946,180,Burrow 1
2501,834.0,294,356,Burrow 2
2502,835.0,304,447,A
2503,835.0,946,180,Burrow 1
2504,835.0,294,356,Burrow 2
2505,836.0,304,447,A
2506,836.0,946,180,Burrow 1
2507,836.0,294,356,Burrow 2
2508,837.0,304,447,A
2509,837.0,946,180,Burrow 1
2510,837.0,294,356,Burrow 2
2511,838.0,304,447,A
2512,838.0,946,180,Burrow 1
2513,838.0,294,356,Burrow 2
2514,839.0,304,447,A
2515,839.0,946,180,Burrow 1
2516,839.0,294,356,Burrow 2
2517,840.0,304,447,A
2518,840.0,946,180,Burrow 1
2519,840.0,294,356,Burrow 2
2520,841.0,304,447,A
2521,841.0,946,180,Burrow 1
2522,841.0,294,356,Burrow 2
2523,842.0,304,447,A
2524,842.0,946,180,Burrow 1
2525,842.0,294,356,Burrow 2
2526,843.0,304,447,A
2527,843.0,946,180,Burrow 1
2528,843.0,294,356,Burrow 2
2529,844.0,304,447,A
2530,844.0,946,180,Burrow 1
2531,844.0,294,356,Burrow 2
2532,845.0,304,447,A
2533,845.0,946,180,Burrow 1
2534,845.0,294,356,Burrow 2
2535,846.0,303,447,A
2536,846.0,946,180,Burrow 1
2537,846.0,294,356,Burrow 2
2538,847.0,303,447,A
2539,847.0,946,180,Burrow 1
2540,847.0,294,356,Burrow 2
2541,848.0,303,447,A
2542,848.0,946,180,Burrow 1
2543,848.0,294,356,Burrow 2
2544,849.0,302,447,A
2545,849.0,946,180,Burrow 1
2546,849.0,294,356,Burrow 2
2547,850.0,302,447,A
2548,850.0,946,180,Burrow 1
2549,850.0,294,356,Burrow 2
2550,851.0,302,447,A
2551,851.0,946,180,Burrow 1
2552,851.0,294,356,Burrow 2
2553,852.0,302,447,A
2554,852.0,946,180,Burrow 1
2555,852.0,294,356,Burrow 2
2556,853.0,302,447,A
2557,853.0,946,180,Burrow 1
2558,853.0,294,356,Burrow 2
2559,854.0,301,447,A
2560,854.0,946,180,Burrow 1
2561,854.0,294,356,Burrow 2
2562,855.0,301,447,A
2563,855.0,946,180,Burrow 1
2564,855.0,294,356,Burrow 2
2565,856.0,300,447,A
2566,856.0,946,180,Burrow 1
2567,856.0,294,356,Burrow 2
2568,857.0,300,447,A
2569,857.0,946,180,Burrow 1
2570,857.0,294,356,Burrow 2
2571,858.0,299,447,A
2572,858.0,946,180,Burrow 1
2573,858.0,294,356,Burrow 2
2574,859.0,299,447,A
2575,859.0,946,180,Burrow 1
2576,859.0,294,356,Burrow 2
2577,860.0,299,447,A
2578,860.0,946,180,Burrow 1
2579,860.0,294,356,Burrow 2
2580,861.0,299,447,A
2581,861.0,946,180,Burrow 1
2582,861.0,294,356,Burrow 2
2583,862.0,298,447,A
2584,862.0,946,180,Burrow 1
2585,862.0,294,356,Burrow 2
2586,863.0,298,447,A
2587,863.0,946,180,Burrow 1
2588,863.0,294,356,Burrow 2
2589,864.0,298,447,A
2590,864.0,946,180,Burrow 1
2591,864.0,294,356,Burrow 2
2592,865.0,298,447,A
2593,865.0,946,180,Burrow 1
2594,865.0,294,356,Burrow 2
2595,866.0,298,447,A
2596,866.0,946,180,Burrow 1
2597,866.0,294,356,Burrow 2
2598,867.0,298,446,A
2599,867.0,946,180,Burrow 1
2600,867.0,294,356,Burrow 2
2601,868.0,298,446,A
2602,868.0,946,180,Burrow 1
2603,868.0,294,356,Burrow 2
2604,869.0,298,446,A
2605,869.0,946,180,Burrow 1
2606,869.0,294,356,Burrow 2
2607,870.0,298,446,A
2608,870.0,946,180,Burrow 1
2609,870.0,294,356,Burrow 2
2610,871.0,298,446,A
2611,871.0,946,180,Burrow 1
2612,871.0,294,356,Burrow 2
2613,872.0,298,446,A
2614,872.0,946,180,Burrow 1
2615,872.0,294,356,Burrow 2
2616,873.0,298,446,A
2617,873.0,946,180,Burrow 1
2618,873.0,294,356,Burrow 2
2619,874.0,298,446,A
2620,874.0,946,180,Burrow 1
2621,874.0,294,356,Burrow 2
2622,875.0,298,446,A
2623,875.0,946,180,Burrow 1
